asin,price,rank
B001N444MW,24.92,1009626
B001NDK0M6,9.95,202342
B001NWNUII,128.29,1546096
B001NXPJI6,38.0,207634
B001NZ7OF0,20.68,336305
B001O0DAXE,39.6,1785275
B001O1IIKI,14.75,194678
B001O36Y66,25.0,621442
B001O38GF8,82.0,193615
B001O3CMLW,14.0,1016989
B001O4LYM4,28.99,346770
B001O5VNJW,11.5,510380
B001OD1CAY,11.99,103217
B001OI5XV8,11.95,818339
B001OK3S8G,4.95,1019786
B001ONXPZ4,64.95,759827
B001OSO2TM,14.97,643088
B001OTE79Q,14.5,286390
B001P27KOG,5.74,1183763
B001P47ILO,15.0,1612831
B001P4ZO4C,14.95,699720
B001PN1DPM,150.0,166868
B001PO6NW4,29.75,859422
B001PO6NY2,31.95,102534
B001PUK1ZI,34.95,979290
B001PZRUG6,58.0,1775983
B001Q1PDD6,82.94,1639955
B001QEITR0,5.99,1811047
B001QJTEQK,10.99,119056
B001QX03RK,12.99,1035972
B001QY8QXM,9.3,280
B001R1KWZO,24.95,1862751
B001RHBJRS,33.75,296653
B001RK0S7C,32.95,2234470
B001RTKWH4,29.99,277858
B001RV9G3S,72.88,2330486
B001RYLLAG,3.56,1227972
B001RYOR70,6.23,1776324
B001RYQOO4,25.05,1531850
B001RYORZW,7.2,539581
B001RYWGIM,22.94,794705
B001S2QOHM,16.82,1152750
B001S6OYS4,18.98,226804
B001S6SFRK,17.51,112006
B001SAZQI2,59.99,607083
B001SC78LI,21.24,1682499
B001SF7HUM,11.97,82276
B001T7KHRE,4.99,228129
B001T8S90A,6.89,501239
B001TA3I5E,19.89,2144543
B001TIQZJ2,24.95,184249
B001TK2X0A,56.69,2775411
B001TK7VL6,29.99,1126962
B001TM077O,20.99,476161
B001TOAX4Y,10.99,614617
B001U0PF72,14.86,916575
B001U1KX6O,10.29,313505
B001U3RK4A,22.22,2096910
B001U3Y9GW,11.47,1811588
B001U4RGOS,1.0,562858
B001U788HO,9.93,1873393
B001UC6E2K,69.99,326629
B001UFJPPK,15.99,2847223
B001UI4DJA,23.66,17128
B001UMIQMG,179.99,1904848
B001UO32ZK,20.01,1925861
B001UYT0S8,5.91,449794
B001V3Y3R6,40.0,145757
B001V5NWIA,129.0,752077
B001V82TUY,29.5,1625823
B001V9LAVM,8.95,801299
B001V9LATY,20.91,686892
B001V9MLCE,6.88,925292
B001VBQ330,55.99,1727319
B001VBYVU2,12.99,1173844
B001VDEPNS,8.75,1096661
B001VFL89U,29.95,306334
B001VGG5UG,8.95,770880
B001VNC9ZE,11.22,2432460
B001Y5W6QQ,33.06,963504
B001YI92AQ,16.78,256568
B001ZSMOJG,42.0,32342
B0020100FM,9.99,805724
B00206LDT4,17.3,177184
B0020Z31S6,26.0,77240
B0021Z1Y0C,6.82,907662
B0022NHB50,19.09,1034764
B0022NHBFA,25.67,1799507
B00248043O,12.99,887456
B0024GX1GS,5.37,579903
B0024KI7JU,124.99,3102724
B0025PW1DW,27.0,139257
B002620W76,48.5,1523576
B002640VP2,14.84,1954101
B00266Z1WS,20.7,1143338
B002675TEW,15.98,888960
B00267EGLE,12.95,351762
B0026TMWK4,8.06,85752
B0026TI6QI,7.99,171590
B00275N8BY,19.94,553415
B0027I5MSS,12.89,536530
B0027ZEQJ2,49.99,2989865
B00280N2OG,33.66,1407028
B00286CS5E,36.03,376230
B00289DXL4,11.39,697224
B0028XO2TW,28.07,677061
B0029N1TL0,94.32,1195906
B0029V9B6M,91.33,105420
B002AJ9XP2,9.87,816049
B002AKV34A,7.99,739423
B002AL0MZ0,6.68,218996
B002AMES72,9.95,504040
B002AOUT5U,91.0,325171
B002AQ42X8,21.8,115930
B002B5UVTW,19.99,1325359
B002BTFQAW,18.99,182078
B002BUJWA6,29.35,2668010
B002BUNJR8,115.13,3377018
B002BX3PPG,13.39,36641
B002BX53RE,14.99,706863
B002BXERFS,17.65,1128514
B002C5E2EQ,76.43,2547350
B002C5E8NQ,19.22,1969590
B002C5VTLA,62.95,1273226
B002C780W4,20.0,62808
B002C7EN2U,5.96,711995
B002CC824U,22.0,207967
B002CI9TXW,15.99,1500608
B002CPTPWK,8.54,174099
B002CSY8Z6,20.0,402589
B002CVTVV4,24.22,345972
B002CVTVVO,24.22,345972
B002D4H6FS,45.0,630516
B002DF4DVM,2.93,118396
B002DHVAZW,10.83,191972
B002DXVK88,23.99,2588786
B002E0RWB4,5.21,1182497
B002E6YVG2,4.45,1790601
B002EF0FAE,7.75,141783
B002EHQ3D0,8.71,713122
B002ELYUNG,7.5,117926
B002ESO6GU,6.95,755634
B002ESTFIE,5.95,1760012
B002F5EESW,9.95,1349823
B002F8F5P0,2.52,956602
B002F8FMBM,26.58,369722
B002G8L0LC,17.09,1193154
B002GN4DRU,8.07,1545634
B002GP80EU,8.25,611252
B002HEW7SK,23.95,384060
B002HG4JLQ,21.75,219725
B002HZ56AK,20.0,1620696
B002HZXWK6,28.47,577224
B002I7N4B0,34.5,12262
B002K4NP1U,10.73,970994
B002KE8L1O,10.36,1823822
B002KPQ3RC,12.99,1148217
B002LK2CUI,94.99,1062836
B002LMVRLG,74.71,2457060
B002LOEE64,4.99,1458297
B002LOCMVI,1.95,1222473
B002N5MI3W,9.29,12395
B002O2JXWS,5.0,15905
B002OFR8XG,50.99,172822
B002OL1BIS,12.68,261612
B002OMGNLC,5.49,619356
B002OQN3NO,30.68,2370694
B002OSEMYG,19.97,303087
B002OTLLK8,6.99,1076120
B002P3MDWI,10.64,2174164
B002P9HA0C,24.95,389262
B002PIKS84,35.0,924005
B002Q5T1S4,17.95,1397973
B002Q7UCO4,18.37,485205
B002Q80NC4,26.99,441469
B002Q87YEO,14.95,668566
B002RMKXR4,22.0,436818
B002RPHB0S,54.99,288457
B002RTUFLQ,9.51,191168
B002RTUK70,53.95,1823426
B002RYFLAG,7.98,1068336
B002RZXYFO,13.0,346076
B002RZZXYE,175.0,142378
B002SWGJVM,10.95,978065
B002T8Y7PU,44.95,579541
B002U33OBM,6.95,85039
B002UNE5OM,47.83,1539358
B002UNHTKY,57.41,836953
B002VD1BPC,8.98,117274
B002W3LNHW,9.99,887504
B002WFJEM6,52.82,1003200
B002WJ40RG,3.99,1107696
B002X08ZR0,7.0,1200700
B002XE1GYU,16.95,1478047
B002XTDNUA,10.64,2831706
B002Y317AI,13.02,753300
B002YEYFG0,11.41,1006984
B002YF086A,17.99,1038910
B002YHVWJK,64.99,610730
B002YMTLPM,3.13,6961
B002YPN9C0,95.0,3060240
B002YUJYMO,9.99,1356183
B002Z7A2MW,28.01,1917168
B002ZVIM8Y,11.96,2596888
B002ZZSUG4,7.28,1537855
B00316PIEI,17.99,756090
B0031EMVOK,50.0,1510513
B0032GCR4Q,3.48,184640
B0032U9MMM,25.84,848675
B003326Y34,22.97,493630
B0033VAJ6S,8.99,2310455
B00348IB42,14.99,668239
B0034AUQ1Q,11.28,794945
B0034KZX0K,44.95,385652
B003558O1E,6.95,853778
B0035B2NEC,41.1,1366230
B0035YBGOC,19.99,2942121
B00362ANXS,23.75,561250
B003654U48,35.88,492771
B0036IV7MS,6.11,202137
B00375R3M8,44.0,376120
B0037M6VZG,10.99,1375220
B0037MIMK8,5.76,9284
B0037MOMH0,25.99,1673847
B0037MWB46,4.95,1686018
B0037YJ7S2,79.0,1894504
B00381AQQ6,24.99,1820861
B00383Q2KI,25.99,402556
B0038OF33O,399.99,1168791
B0038Q4BPI,40.75,2789094
B00392FYKM,9.99,2129126
B003983HRI,13.99,340777
B00399D3Y4,8.89,118465
B0039MZZCE,25.72,470077
B0039PGQ8I,19.9,303394
B0039X87NM,39.99,2485216
B003AK2SPC,35.0,426239
B003B2BXDC,11.65,3201235
B003B6QR5M,12.5,1053577
B003BQJHU4,55.0,1971104
B003BQOT8Y,41.99,116649
B003BWRE1W,5.0,1569719
B003C6BN9G,9.95,786278
B003CJ540W,26.8,970906
B003CJDPFS,9.87,1290352
B003CU26SY,7.17,23540
B003D2BIIA,3.79,1836419
B003D7ZJXK,33.0,3113203
B003D7YPKS,38.0,1865614
B003E2TYLC,14.86,1890726
B003E6AVGK,62.3,1924467
B003E9TZ2I,19.5,343288
B003EERKK2,14.98,584809
B003EK9YLY,20.94,971113
B003F687XI,35.5,2605057
B003F6J2VO,60.5,1547148
B003FKL3G2,49.95,213077
B003FMSBSI,19.99,230899
B003FZGQFK,20.98,5344
B003G7UT3C,15.99,450497
B003GWH9IA,370.0,2673102
B003H21598,7.0,616392
B003H3IAOK,39.08,267738
B003H8IYX2,62.0,397941
B003HLL42C,9.29,732134
B003HUP3BG,99.5,1849140
B003I5SC3Q,5.2,135409
B003I5VN7I,5.5,45142
B003I5SFSI,1.77,611210
B003I5U6VW,3.99,797627
B003I5SDJO,9.99,336291
B003I9B0XQ,27.47,151823
B003IGECWK,13.99,1194843
B003J5Y4MI,13.0,328001
B003JBN266,13.4,189629
B003JCHOVO,41.05,1908374
B003JTRM1E,16.89,1374897
B003JTX4FM,49.99,2458748
B003K58UEA,145.08,26122
B003LLVYQE,35.0,374128
B003LLWAYE,15.0,411407
B003LZG9M4,22.77,1561908
B003MQ866Y,40.0,1423715
B003N3OD1S,139.0,281699
B003N6UT86,9.5,58445
B003NTUON8,7.68,257299
B003NTV2KC,192.99,666847
B003O4H34A,6.6,3074299
B003O4E0V4,5.82,1026469
B003OD8M9G,15.7,114448
B003OT86W8,5.94,885240
B003OUVR1E,39.6,1565920
B003PHJWFO,21.75,65261
B003QAD9UE,16.5,384082
B003QTWV36,35.0,302266
B003RSIZOU,9.0,157502
B003RV2K98,56.6,1171579
B003S3I7CE,7.45,150571
B003S81C4O,37.4,2279963
B003SB0DNM,45.0,1996514
B003SEVGV2,6.9,1108695
B003SVQQYM,130.0,351606
B003SZGTYK,48.0,234700
B003T0IXFW,16.1,1059447
B003T2PKBA,14.75,3142359
B003T7E6VA,49.88,841080
B003TFFCKQ,39.99,1273074
B003TMVSU2,6.98,549508
B003TQD414,19.99,3258550
B003TVKNUO,14.97,799206
B003TXVUYA,48.0,843136
B003U463YU,14.92,283636
B003U50EE4,12.99,1192582
B003U80TAU,5.09,56474
B003UAOA58,31.89,1744656
B003UGLFL4,13.6,705996
B003UM8XXG,5.99,1087913
B003UYJO50,15.68,18902
B003V1BKLI,81.58,579831
B003VI2A1U,28.25,1626599
B003VUP970,11.77,514101
B003VUOBJC,5.97,58317
B003VY97NI,5.49,559730
B003W5XI68,22.57,662610
B003X71A7Y,8.18,1041823
B003X9YAL0,5.93,193318
B003XDQ76M,16.7,584062
B003XGYTQE,22.33,28202
B003XK9DBQ,35.95,125990
B003XKBIPU,32.0,1879677
B003XKGPQM,19.99,608966
B003XMZLYW,25.0,925301
B003XSINE6,15.5,478367
B003XVTFY0,22.95,144510
B003Y0MRJ0,19.15,1122358
B003Y3PMXU,12.99,608380
B003YGEMG0,28.69,1569822
B003YHE9LM,46.2,856686
B003YK2BFK,18.98,951027
B003YQ1UYW,10.98,874165
B003YUL1GK,14.95,545425
B003YURLY6,12.0,1274804
B003ZC80HU,8.1,246529
B003ZDPEY6,16.99,343952
B003ZQAV8M,16.56,1363911
B003ZT67LY,9.99,1264640
B003ZTW2IG,29.99,313748
B003ZWB5KY,11.99,1312652
B003ZX6T2M,6.69,614599
B003ZX9FGO,9.98,1410097
B003ZXBSSC,4.76,880494
B003ZZKOWG,21.0,40575
B004018VP6,9.95,22775
B00408LCZU,13.32,170888
B0040AU5W4,70.91,586981
B0040HMW0U,6.45,661961
B0041351BA,3.5,1321179
B0041FFDD4,12.99,1269728
B0041LJ410,8.79,859085
B0041LVLP2,41.25,1311547
B0041MA1QG,20.51,506072
B0041MP9O0,15.2,1814800
B00427UY8K,195.0,254019
B0042HVHFO,19.99,1977548
B0042TNAV6,6.97,63162
B0043KC8HG,15.0,111087
B0043N9S4Y,139.99,1991057
B0043P1EY4,10.43,2572050
B0043QYAS0,31.96,652163
B0043R03QM,14.31,492533
B0043R3CEW,22.59,303810
B0043R6UIW,479.49,2046272
B0043R3EBS,18.99,261155
B0043R528G,7.89,808996
B0043RL0SC,18.99,199538
B0043VTK30,439.0,757947
B0044A284S,6.95,1269797
B0044A11Q4,6.95,1310263
B0044UKAAC,167.92,1288125
B00454I9EQ,19.99,2369354
B004554B9W,7.54,158395
B0045DC75Y,170.0,856996
B0045FNAU8,18.0,96295
B0045HIGF0,9.99,401330
B0045JG1OG,37.06,1011152
B0045MB6G6,13.5,2698448
B0045MA8S8,16.66,513887
B0045P5164,10.5,1772048
B0045P6CSU,5.93,1677128
B0045P4TAI,2.8,1659584
B0045P68EI,16.37,1733839
B0045PATIY,4.92,1008617
B0045PALFU,29.97,869953
B0045STQ62,17.99,88790
B0046IHUZK,100.0,1917349
B0046PM73S,8.0,1449088
B0046UJAVA,14.89,233891
B00474P6EA,12.99,1059381
B004766WMS,29.3,663329
B0047NFF4C,15.0,862335
B0047WOIWI,65.4,848082
B0047X6QEA,11.0,614380
B004831KDQ,19.99,1823861
B00485JFP4,7.29,399776
B0048GAWVO,34.0,1879606
B0048IH1SE,14.47,214279
B0049AV2JA,22.97,546698
B0049BAPBA,9.86,420195
B0049BJT6C,23.61,1467702
B0049IH4NA,89.95,1106202
B0049XFLOE,25.0,320928
B004A7PB26,18.65,513253
B004A7NXG2,15.99,49795
B004A8XIUC,18.07,437713
B004AA4KM0,20.95,60475
B004AB56YA,14.95,469330
B004AFPEY8,32.99,1169481
B004AGIOB2,5.99,1683523
B004AI3FUK,27.48,567768
B004AI742U,17.99,98921
B004AI7NXA,7.89,166465
B004AI8S2U,6.15,622442
B004AIE8Y2,9.21,225024
B004APTUFM,99.94,604539
B004AVVTVE,42.0,1049689
B004BD9152,5.37,167810
B004BPSWYQ,20.0,2262258
B004BRN154,74.16,216121
B004BY76F8,5.75,751769
B004C46BA8,15.99,1839646
B004C6E0GS,89.95,3048199
B004CA943I,6.95,58921
B004CAIT16,214.99,1504279
B004CG4ZGS,29.95,69568
B004CGN8P2,4.03,639997
B004CLZ3GO,22.77,1375695
B004CM406C,17.99,99379
B004CNIQQQ,9.68,314465
B004CSW7SE,24.0,1169951
B004D4MSQ8,26.95,185457
B004DHK1BY,9.15,28165
B004DR3GMU,12.0,886372
B004E3ION4,5.91,1827
B004E4GHRS,13.99,222226
B004EBSKXA,26.95,2014284
B004EF781G,8.95,756827
B004EFECYC,5.63,26978
B004EKRAJQ,12.0,1034962
B004ETIWL2,12.91,122527
B004F80IKA,2.99,902060
B004FHWJDU,65.76,1416541
B004FKM0K4,48.55,914570
B004G53IJU,6.91,947045
B004GETOGM,31.89,1590328
B004GF0I0W,36.59,309083
B004GHNV5Y,36.63,1238509
B004GOXEV8,27.2,665789
B004H3N7YC,15.32,274051
B004HJHZ2Q,28.0,2260067
B004I1FC4G,12.0,652147
B004I788UK,99.99,90412
B004ILUAGQ,59.99,1382199
B004IQA3TU,10.26,16125
B004IQ6IGC,5.99,458175
B004IVLX76,11.25,291625
B004J1CLEO,54.21,2996537
B004J1MG8A,35.0,264435
B004J36ODG,34.87,322952
B004J5UH1E,6.65,927801
B004JCBJBO,7.53,159014
B004JCF4RY,7.72,439934
B004JE4OA0,5.02,154311
B004JOBI4U,21.32,3037014
B004JPHIXY,19.95,2333742
B004KEKFAC,9.41,560241
B004KEOMC4,26.25,584344
B004KEX2Y8,9.72,566462
B004KTSRIO,65.0,1050455
B004L27G46,5.79,1096611
B004L4RHIE,11.7,863844
B004L52MAG,15.5,2265320
B004L8GNLM,49.99,1668110
B004L9GCQ2,6.98,1719923
B004LKBL6W,5.99,1604433
B004LQNVPA,65.68,603836
B004LSFC2S,20.95,682504
B004LSPO4Y,41.35,1204775
B004LTF18M,26.84,348408
B004LXJVAC,12.69,581313
B004LXKYDA,11.91,287889
B004LXL56A,16.25,2939145
B004M0FW8Y,9.2,475226
B004M9ML2K,10.82,453341
B004MH5BPG,4.99,926645
B004MJQLQM,9.65,499830
B004MSZM7M,39.99,886042
B004MZJ44W,18.99,919429
B004MZKXLU,7.99,660308
B004MZQ5GM,11.99,713675
B004N1ALN8,4.5,915862
B004N56WWI,49.95,179006
B004NN0PSC,14.99,897283
B004NNOSTY,51.48,592026
B004NTLWB0,18.11,1029783
B004NTXQDC,28.0,782416
B004OOFD1Y,79.99,347965
B004OR2EJ0,20.04,717913
B004OR2FM6,12.98,1330546
B004OR2EWC,14.28,1833557
B004P7BW2Y,42.95,92371
B004PK4CGE,32.99,2287095
B004PKFRWM,11.95,794291
B004Q1WQE2,32.67,1912095
B004QR2BJQ,70.1,2016892
B004QWEYJQ,2149.0,1016848
B004QYHJHS,5.06,2149998
B004R75912,19.78,391828
B004R783GU,5.15,100020
B004RCSSI8,8.99,1750147
B004ROV2UM,0.1,223812
B004RRG984,15.49,19265
B004RRTLQ6,20.76,83216
B004RSNU8K,15.0,467207
B004RSX6HA,25.0,653380
B004RZHDWM,9.99,722276
B004S30MS0,15.0,303389
B004SBJBNO,21.99,103637
B004SH8U2Q,9.95,353203
B004SJZ0DG,29.99,221884
B004SVISOW,43.95,471448
B004TAUMJG,39.0,1568153
B004TMNZUC,24.99,257833
B004TTHHRW,12.98,564146
B004U6O0XS,55.95,115026
B004U771PQ,10.99,202680
B004U7JJ38,19.99,371263
B004U7NNKS,39.99,1408210
B004UBLF6S,14.99,277288
B004UKEOJO,15.88,71971
B004UKJE9Y,10.94,1356662
B004UL3DZO,6.28,2162303
B004UN8EVA,123.05,920769
B004UTS0B8,4.97,204185
B004UTSRNY,5.99,23458
B004V4BM94,107.09,1424498
B004VAIR50,27.99,940752
B004VGIA60,13.49,164566
B004VN95G2,35.63,151075
B004VSFZPW,8.18,987810
B004VTVBFE,9.32,1110272
B004W0EQB8,21.99,412060
B004W8FYQQ,16.95,2046736
B004WFYV40,33.33,1213916
B004WLWXWG,69.0,511802
B004WQFKLC,8.5,1496033
B004WUBRMO,6.97,1397717
B004WYVG30,14.08,136965
B004WYV00O,13.26,249458
B004X8K1XQ,11.1,570329
B004X8P4FG,6.6,227337
B004XICGAM,16.99,573214
B004XIILNI,21.99,639540
B004XIWZ9E,16.99,875614
B004XLBOYS,230.0,999009
B004XVNEUA,18.99,927436
B004XVNKOU,16.99,853898
B004XVPOOO,19.99,717833
B004XVRBMC,16.99,809064
B004XVQ8LC,16.99,1125143
B004XVPX2C,16.99,1325949
B004XVSLFI,16.99,499302
B004XVZDYK,16.99,1316642
B004XXKIGQ,10.0,164412
B004Y0GWEK,49.99,450589
B004Y4ZI6E,5.99,1571439
B004Y6AFI8,36.64,2792405
B004Y6DUQW,18.94,135067
B004Y77Y22,50.27,994388
B004YES3FC,12.94,626091
B004YTVQ8S,16.98,1429475
B004YWAZHI,3.49,152861
B004Z1LOSW,16.0,1136686
B004Z5H0XG,8.31,67656
B004ZCBELI,14.95,1670743
B004ZHARRK,30.9,562421
B004ZN7G0K,24.99,115118
B004ZN7ZME,12.95,518084
B004ZWOFFA,8.32,48472
B004ZY1HYK,13.99,732854
B0050FRY5Y,10.59,1562574
B0050FX020,29.99,720992
B0050FWDJ6,25.99,777242
B0050FWMRE,25.6,545672
B0050JSEX6,13.37,281799
B0050NX23O,9.54,828178
B0050RIN98,1.88,200675
B0050U2Y54,4.49,761773
B00512VK5G,8.97,2083128
B00515GRUG,10.85,638535
B00517W46A,9.61,444228
B00517W5LY,11.78,130192
B0051CSEA0,11.99,219100
B0051TSNB8,4.99,534094
B0051X464M,35.0,2020464
B00520IKRI,21.95,1784725
B00523A7UI,8.8,821699
B00523ALIQ,10.05,1300983
B00523A5AU,42.42,1126895
B00523A8DE,10.4,753959
B0052ART7A,8.57,1046575
B0052D432Q,6.49,361205
B0052EDQKU,11.49,177707
B0052PHHUO,9.99,849635
B0052ZW2QS,18.99,1024245
B005341WAA,10.88,454779
B0053D6AGM,24.58,1044389
B0053EM5HY,9.0,301281
B0053OX78U,8.03,1434819
B0053X14CC,17.2,512136
B0054EOOQS,11.89,397967
B0054EU4Z8,3.48,86881
B0054H0NZ6,17.49,4804
B0054RRLVK,13.98,1003011
B0054Y1YBQ,18.72,88205
B0054Y2F0K,16.4,454181
B00551F9XC,5.79,717066
B005529TBY,12.99,675760
B00553TVOI,26.91,854717
B00557FQG6,8.99,252284
B0055DXIO2,4.3,354309
B0055DXIPG,4.3,138940
B0055UB96E,29.95,444831
B0055V1DE6,10.3,1230255
B00565ZRB6,49.95,2175237
B00567UTKI,10.99,253218
B0056H3VAS,7.9,1711132
B0056IJK5W,19.99,1525958
B0056JETYS,4.14,1325774
B0056JFJRO,13.97,1409157
B0056NZ718,60.79,314436
B0056YTF5G,3.95,1097525
B00573ODY4,10.25,171373
B00578ZBEU,6.95,290976
B0057958JM,4.51,624483
B0057AT33S,39.99,395733
B0057EVRHO,7.03,917732
B0057J2908,15.2,1579570
B0057N3TPS,59.99,353341
B0057O7Q06,11.45,824025
B0057O7LOC,13.3,2627994
B0057P3R7G,20.94,1336818
B0057WIJTK,4.41,734235
B0057XFVYU,59.99,266830
B0057XKMIA,3.99,1971765
B0057ZHMN6,14.17,2775371
B0058A4ZOE,17.22,159525
B0058A9OF4,30.0,73996
B0058DQDE6,10.49,687213
B0058EGHS2,33.27,560940
B0058EGVQU,32.99,1523658
B0058H0GA4,3.0,82052
B0058KS11C,2.99,1353845
B0058Q34WW,149.0,718729
B0058Q2OIC,119.95,339199
B0058SY35W,9.99,664102
B00592MLTC,4.46,404815
B00592MMPA,3.66,61791
B005A6A9TG,9.95,1461854
B005AJ9OLW,8.99,209115
B005AYSFNU,4.97,937083
B005B0XTFC,40.99,647708
B005B6GCN2,11.95,247865
B005BPQMOC,7.99,963389
B005BRPA1G,60.14,1223874
B005BTM170,22.76,820987
B005BUNV7I,7.19,1329467
B005C18UTK,14.78,100229
B005CB9MYW,32.5,1456465
B005CHEIOU,2.68,810295
B005CHEFT8,5.74,985467
B005CHEIOK,5.79,996690
B005CHEK6Q,4.92,575015
B005CHEFSY,2.68,876112
B005CKN6L8,1.64,1238675
B005CQBBDW,45.0,725401
B005CZJF7W,72.38,2514265
B005CZIOXI,26.1,1627345
B005D1UI44,47.0,1105558
B005D78YSU,7.76,317441
B005D7INV8,22.99,723323
B005DIQD00,19.5,246839
B005DMBC0C,20.0,81772
B005DXV1I4,9.45,1541644
B005E4XNK6,7.12,3246620
B005EDVGDI,46.1,714192
B005EFSRJ2,11.9,1278531
B005EOOW74,9.79,470785
B005EQOLAA,32.0,552186
B005EQOOMK,28.05,769277
B005EQOJV6,21.49,477370
B005ES3IMU,5.88,662675
B005F7PJJK,24.78,241095
B005F9065K,2.95,2596559
B005FAOHEA,11.9,1639546
B005FC6ZK2,65.4,1867172
B005FCAZH6,11.43,253856
B005FF4B00,60.95,1520089
B005FJP2TK,8.99,921844
B005FLS1NC,11.32,1623154
B005G4RM4M,5.99,170567
B005G88MQK,16.99,25935
B005GBWCA4,23.0,336872
B005GK77SM,117.99,304184
B005GMY86O,4.99,377336
B005GMYQ1Q,5.89,361324
B005GQN168,5.99,1578903
B005GRE58A,8.97,770671
B005GTUC30,82.56,2304865
B005GWYDA0,18.99,1428732
B005H3FHC6,34.99,741547
B005H9PG1W,25.58,3110026
B005HAS636,7.99,1264954
B005HGJFYY,34.98,651066
B005HJBCLK,16.99,175559
B005HNO0T2,81.83,1771804
B005HO4LFE,55.91,270447
B005HTVA4O,53.68,1207702
B005HWYSLI,27.0,342282
B005I034LO,11.91,373766
B005I8RH78,19.49,194238
B005IC4V8C,10.9,74710
B005IHT94S,8.04,28169
B005IL1FGY,29.94,276882
B005ILJVVK,15.86,1252245
B005IZD7BG,7.99,2084384
B005JDZMT2,7.0,2350545
B005JF3P26,6.99,508444
B005K0T4OI,41.49,45557
B005K1P6G2,9.99,582020
B005K1WWY6,62.63,1223421
B005KBOTDI,19.99,890734
B005KBOSP2,18.98,758171
B005KC1PAM,21.95,739533
B005KDW4GK,6.5,228745
B005KGOMQ2,33.7,992600
B005KJSHWY,91.48,1993030
B005KKRG34,30.0,478972
B005KU2AX0,20.0,2974988
B005LAWVVK,85.0,1402839
B005LFO2DA,8.79,8532
B005LLFT7M,12.61,1495456
B005LN5I3A,23.0,234434
B005LP7NCW,35.95,242587
B005LQ8N84,12.97,366183
B005LWTDY6,9.95,1586631
B005LXG9XS,9.94,1054028
B005M0YTOQ,12.61,1541797
B005M2C6PS,9.95,13730
B005M30W3K,24.72,1008749
B005M65CVO,24.0,163593
B005MAHBIC,15.64,1543511
B005MAOVSA,43.92,393314
B005MIXCG4,25.5,501940
B005MN8HQE,69.99,994549
B005MYEOCE,10.65,432554
B005NCIJV2,29.55,389178
B005NCW5W6,60.0,512098
B005NISGSC,10.0,328727
B005NJUD9G,11.99,348845
B005NZFO26,29.5,1529987
B005O0SBHA,51.9,633190
B005OAIPSU,9.0,578524
B005OCSDBC,10.63,243759
B005P0KBYK,35.49,503800
B005P0VX3S,6.61,871596
B005P0VZL8,5.83,605227
B005P7WBOQ,24.99,2165217
B005PG6FQM,15.95,1624601
B005PWE9PA,16.95,935625
B005Q3NNGY,16.88,227599
B005Q7EM2O,6.09,14117
B005QDO55M,5.56,355840
B005QDYH8M,5.99,296670
B005QMZRK0,10.35,953580
B005RI7198,69.99,819439
B005ROU5U4,5.0,12969
B005RS82YG,11.99,1506566
B005SGHES2,9.99,1384236
B005SU2HSK,45.25,164527
B005SU4DHS,38.9,781186
B005T7VA4Y,3.19,93279
B005TICVIC,6.8,126025
B005TKVKMS,18.0,1084363
B005TXWLZK,21.99,836044
B005U5KU46,7.5,69852
B005U86FMY,26.94,1080862
B005UFLDMY,6.49,116049
B005UNKLAQ,37.26,2982692
B005UNNZ90,61.46,2474394
B005UOEBSS,11.99,809707
B005UPQ5D6,17.9,875794
B005UTMG2G,7.46,469787
B005VA2TYY,22.99,160726
B005VEYDJE,39.34,896368
B005VGT2NY,4.29,66674
B005VIICLA,14.96,678940
B005VIKX2G,13.95,1331567
B005VIKDG2,14.92,1075468
B005VJI5JI,20.59,410350
B005VTHTRM,33.0,378973
B005VZY9KG,10.99,1227979
B005WAQXQS,19.91,938705
B005WIIQ42,14.0,278720
B005WXKLOA,18.49,757207
B005X7IWD2,25.1,1205445
B005XHEEZM,8.95,109573
B005XQ8GZC,12.97,570677
B005XS70SE,9.7,785972
B005XSZS92,37.99,99182
B005Y0AZXI,39.99,439570
B005Y29IFM,41.95,426650
B005YODXQ0,6.99,1255066
B005Z1Q314,10.95,176421
B005Z4DFO4,7.94,1332349
B005ZEY7ZK,10.7,677871
B005ZHOH1G,6.99,2622504
B005ZTSPIK,2.08,1010966
B005ZX8ZWM,249.99,962292
B005ZY8LB6,6.97,266508
B0060DCBMQ,87.22,588903
B0060P1WWO,259.99,2754761
B0061DJC90,13.5,1115722
B0061QFS7M,9.99,119914
B00620P020,42.75,502786
B00620VRHC,60.0,177546
B00620WW30,36.79,233234
B00623KJDW,74.33,633724
B0062CNT12,42.99,472929
B0062QD6S4,6.52,1832145
B0062TFYTU,5.0,2041116
B006315QKY,12.99,152790
B0063646SW,259.99,1344455
B0063G8JWQ,21.79,334322
B0064B6V6G,70.95,172299
B0064C8CY4,28.0,417301
B0064FH3K0,32.13,1501775
B0064FG3YC,28.93,115645
B0064FIUSE,39.66,305565
B0064GNNHQ,34.95,483003
B0064QT9MO,5.84,80331
B0064WGUEI,9.86,1698567
B0064WJ4UK,28.32,970147
B00658OMHS,28.87,2609839
B0065K0SGA,13.93,1469049
B0065TH03A,39.0,286149
B0066EYBL8,3.99,141249
B0067JFIFA,9.98,139490
B0067O8B68,9.26,1122018
B0067PMZR8,9.56,1092647
B0068S6RXW,64.88,1453324
B0068WXPRE,10.86,949051
B00692P7JC,4.47,208289
B00692OX2O,7.99,558668
B00694GUFK,4.59,147247
